tns_name,previous_name,repeater_name,event_id,sub_num,ra,ra_err,dec,dec_err,ra_dec_notes,gl,gb,exp_up,exp_up_err,exp_low,exp_low_err,exp_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,fluence,fluence_err,fluence_notes,fluence_win_extended,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,notes_fitb,intrachan_flag,excluded_flag,sidelobe_flag,citizen_science_flag,catalog1_flag,catalog1_param_flag,z,z_type,z_mean,z_error
FRB20200317B,,,77407095.0,0.0,228.05685437124947,0.0795045906820574,30.98279080735466,0.0217172140893175,,48.6098904993472,59.11937040347431,71.54908355767371,43.56785385807672,0.0,0.0,,75.2965927124,215.1271057129,,5.716611158081998,,9.519949821971927,367.0461924208069,216.49139529904275,0.0002204948354994,193.4013227994094,193.1635501859228,0.0019660801626741,0.0003702271616601,6.186833059090819e-07,20.48277845589768,5.040901104119791,51.11815264396422,12.5742567765368,,1.0,58925.48143624917,3.035260931483208e-11,58925.481371331065,7.174705274337612e-11,0.0003285249851447,5.944746935114059e-07,3.7420709233781153,0.0604768080191658,-9.026302740047546,0.0988594094189384,800.18310546875,400.20751953125,492.37060546875,389917.0926293879,524633.0,0.199462890625,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200317A,,,77408098.0,0.0,242.7085538124217,0.1050516211433048,60.236558230200885,0.156865578753095,,91.7359308768146,42.89920920963452,164.74997787885204,79.41211367308311,0.0,0.0,,22.8568344116,695.5237426758,,1.2512485489766945,,2.102685389070296,35.42904598412085,697.2463269430341,0.0410471009542367,660.0413014639352,667.0521998580415,0.0039321603253483,0.0060004767242909,0.0004880402407652,0.6757591690827609,0.2793477222505663,3.525106132990249,0.9480988370583312,,1.0,58925.508238254406,2.080643213275834e-09,58925.5080291749,1.2483862832368686e-08,0.0008702270244436,9.598949523407324e-05,12.303385290583767,2.3209694557816487,-105.86492209753736,13.263705485745913,491.51611328125,400.20751953125,424.13330078125,2152534.782700655,2153783.0,0.18853759765625,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200318B,,,77421495.0,0.0,141.21541786227633,0.0390614886622139,21.112125922683823,0.1459957708072163,,208.50743913545327,42.80067839748799,96.23337893288796,34.64788696365479,0.0,0.0,,39.0010528564,270.1220092773,,8.27203940658103,,13.52536291814252,128.7483930118903,269.096526869474,0.0034849742929231,226.8537867727073,234.2012454102441,0.0078643199522048,0.0,,5.081209091953148,1.097948895733338,24.94323652787076,4.958007363438607,,1.0,58926.23735948393,5.049827223047032e-10,58926.23727879141,1.161739149324603e-09,0.0006167185125365,8.476448772719408e-06,31.67105676787112,0.8966781559617695,-49.55055155440295,1.3156499008203524,683.41064453125,444.07958984375,550.89111328125,796057.8512968554,812613.0,0.20001220703125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200318B,,,77421495.0,1.0,141.21541786227633,0.0390614886622139,21.112125922683823,0.1459957708072163,,208.50743913545327,42.80067839748799,96.23337893288796,34.64788696365479,0.0,0.0,,39.0010528564,270.1220092773,,8.27203940658103,,13.52536291814252,128.7483930118903,269.096526869474,0.0034849742929231,226.8537867727073,234.2012454102441,0.0078643199522048,0.0,,5.081209091953148,1.097948895733338,24.94323652787076,4.958007363438607,,1.0,58926.23735952305,5.656932700048856e-10,58926.23727883052,1.1893330764678467e-09,0.0005970559513873,2.878899180643946e-05,34.09537273978819,2.960852332012047,-55.64903861355016,4.602365125952251,666.27197265625,443.59130859375,543.64013671875,796057.8512968554,812613.0,0.20001220703125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200318B,,,77421495.0,2.0,141.21541786227633,0.0390614886622139,21.112125922683823,0.1459957708072163,,208.50743913545327,42.80067839748799,96.23337893288796,34.64788696365479,0.0,0.0,,39.0010528564,270.1220092773,,8.27203940658103,,13.52536291814252,128.7483930118903,269.096526869474,0.0034849742929231,226.8537867727073,234.2012454102441,0.0078643199522048,0.0,,5.081209091953148,1.097948895733338,24.94323652787076,4.958007363438607,,1.0,58926.237359557,6.181206657629446e-10,58926.23727886447,1.2141683214395014e-09,0.0008267811704124,4.7325879846834704e-05,48.391461557465625,6.701968191898708,-103.7226534475666,15.567786068983436,586.51123046875,435.38818359375,505.33447265625,796057.8512968554,812613.0,0.20001220703125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200318B,,,77421495.0,3.0,141.21541786227633,0.0390614886622139,21.112125922683823,0.1459957708072163,,208.50743913545327,42.80067839748799,96.23337893288796,34.64788696365479,0.0,0.0,,39.0010528564,270.1220092773,,8.27203940658103,,13.52536291814252,128.7483930118903,269.096526869474,0.0034849742929231,226.8537867727073,234.2012454102441,0.0078643199522048,0.0,,5.081209091953148,1.097948895733338,24.94323652787076,4.958007363438607,,1.0,58926.23735954405,3.00782687645551e-09,58926.23727885152,3.184434049785523e-09,0.004250987770047,0.0001894956296443,110.95324139035624,11.234773578466257,-147.39732576230895,14.141142043999078,660.70556640625,514.58740234375,583.09326171875,796057.8512968554,812613.0,0.20001220703125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200318A,,,77505519.0,0.0,321.9308368177793,0.0411142628496926,13.64572733547932,0.2396625214505707,,65.89498792043935,-25.947032357640136,80.84724143720373,44.62263292840586,0.0,0.0,,11.8026800156,532.1565551758,,1.1404626571672445,,2.1978319955283854,17.57095536274908,531.9705730399533,0.0333890539036847,475.8098381438641,485.88260373732777,0.0039321599761024,0.0043701047392818,0.0005996223909663,0.9477430330937552,0.587994999856716,2.0482269828757715,0.8070481772619723,,1.0,58926.73797392012,4.660751784513195e-09,58926.73781440097,1.1043416847655864e-08,0.0004120553290359,9.061048928122091e-05,47.59249739493855,8.082049534402444,-81.23122088756459,13.138399635257125,634.75341796875,453.30810546875,536.41357421875,2088843.2615276389,2089145.0,0.212890625,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200319B,,,77581167.0,0.0,124.00594298760537,0.1818125953551156,32.46713377005047,0.1879754231370647,,189.62661841308008,31.041755303702423,92.99925469018912,43.86854410556892,0.0,0.0,,20.470746994,713.3162231445,,1.0615417315798334,,1.9006955572363493,26.0624386932498,712.855504065154,0.0107429197060533,656.9685060891927,654.7439069902714,0.0019660799880512,0.0070441876170016,0.0006267000057485,1.160402346969973,0.4810249057904663,4.11595082771762,1.6410601448247983,,1.0,58927.18668882313,2.0585684268326077e-09,58927.186475063,3.824631278348534e-09,0.0003954378220465,5.074529818937523e-05,1.6534718660875096,0.9910814304520568,-3.6495832878844174,1.2275697760918347,800.18310546875,400.20751953125,501.94091796875,2032906.7492893613,2033579.0,0.23382568359375,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200319A,,,77585250.0,0.0,137.2177690217313,0.2269431435551701,8.894129206605967,0.3154186918472499,,221.0711955214311,34.523131846536614,67.78882009873308,45.35568646501695,0.0,0.0,,9.2645015717,606.5614013672,,1.1468241390445433,,2.1173592948465183,17.412931650666476,607.5396202276931,0.002525012631304,558.9050695026256,563.851477980699,0.0019660799880512,0.0,,1.2455067860855542,0.7401914329333812,2.527586935307335,1.0122611042686414,,1.0,58927.22290861976,3.476934296031685e-10,58927.22272644013,8.333618239930727e-10,0.0002214455381988,4.222032566571052e-06,8.234639499392774,2.2541211797769263,-14.691723229837708,3.285733106175963,786.87744140625,400.20751953125,529.65087890625,1988732.7898113283,1989030.0,0.2506103515625,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200320E,,,77655895.0,0.0,236.2527158468579,0.2410646684907739,88.33743854134963,0.2766117626779731,,121.63439460062835,28.33038425417918,2536.767305563468,763.1903518046937,2186.263228265465,945.566202063421,,12.8991556168,658.3212890625,0.9122566728773552,0.7652997128685401,1.886261409158409,1.524764341180698,18.32007192866654,657.4796417889946,0.0078714006078306,604.1882739409276,607.7296726351532,0.0019660800026031,0.0,,1.4009840597125198,0.6933732535064285,3.3005662148180863,1.8839984115111053,,1.0,58928.4490694724,8.637162096647442e-10,58928.44887231752,2.513880659194001e-09,0.0005953366859188,2.934467799600124e-05,4.148184155346139,1.4906492267734417,-12.136385992681246,2.764022172800028,733.92333984375,400.20751953125,474.76806640625,1992588.3749645296,1992918.0,0.2491455078125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200320D,,,77656788.0,0.0,228.65166747181144,0.2248055995212697,72.49440293620455,0.2475596015251255,,109.51570484001684,40.69371967609255,237.0767881814729,132.79061658866573,194.38593640134923,111.04367645347884,,11.1368026733,583.9164428711,2.951364842630924,0.3239333575125153,6.540165892954967,0.7490115880483089,15.859999490356897,584.1373566226235,0.016824733635233,545.1476982220156,551.9415986072316,0.0029491200039046,0.0,,0.5472767727262986,0.3401487169170072,0.8011745176603489,0.6967871646254651,,1.0,58928.46823762106,1.0761951330096051e-09,58928.46806245894,5.157456683946293e-09,0.000596736562397,3.002022619441932e-05,12.83675526786192,4.049060328683967,-62.62120800210872,15.373477931638426,537.09716796875,400.20751953125,443.39599609375,2095380.4604161647,2095626.0,0.21044921875,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200320C,,,77739997.0,0.0,340.93399859424767,0.1965284549513615,49.6021343086078,0.19659639844863,,102.6741803945864,-8.18013759344473,122.43428290097732,65.6053252075879,0.0,0.0,,16.6637916565,239.3895721436,,2.910905148667605,,4.772400818443896,27.68621801492156,235.18039642642216,0.0885174311155632,77.4490225072498,79.0129380967681,0.0157286399044096,0.0212266266105102,0.0018106975968507,0.5404526893261462,0.2101981394390361,7.428647899049259,1.2349222461770009,,1.0,58928.7816586836,9.109024645681533e-09,58928.78158816132,2.8063853463322637e-08,0.0017387246050135,0.000337737378275,17.72875017346459,2.113211471456373,-51.291139912256135,5.287920651509938,587.95166015625,400.20751953125,475.69580078125,2157559.4733320307,2158319.0,0.18682861328125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200320B,,,77748876.0,0.0,173.41202842255447,0.0218918164781691,77.12908860804315,0.2313402287931296,,128.42045186177708,39.15834610467474,300.8411341867743,161.46429923998554,343.8421164595608,174.53962429166714,,21.9723129272,587.1514282227,3.7893713642090217,0.8126542669522189,6.170492346650329,1.4131235255809471,29.09731792491985,588.6678632735892,0.0095419453687349,547.1073100153574,554.4750013927502,0.0029491200257325,0.003303385267144,0.0003009438971038,2.109692684393953,0.6408767514604999,6.653079879789888,1.505433170182167,,1.0,58928.821225236185,1.572900032442703e-09,58928.82104871552,3.2644571490436647e-09,0.0004629313444554,3.547539716597212e-05,4.812882436570929,1.2849089199625587,-12.339655296189784,2.015895412958881,749.13330078125,400.20751953125,486.36474609375,1712141.346089576,1712981.0,0.3546142578125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200320A,,,77770892.0,0.0,42.2756990959796,0.1542582286350241,16.006712056940216,0.1665040495396095,,159.90109418484275,-38.27611991145702,65.77300122327085,27.44563823668867,0.0,0.0,,81.8585891724,592.00390625,,11.59604412586664,,25.125890773401625,290.1270661018836,594.7094057369861,0.0023513733262425,549.0644695592958,555.6693848496199,0.0088473599462304,0.0147433001083194,0.0001383857177428,18.96220935027653,6.499864844528941,123.04368550987284,40.26878396583699,,1.0,58928.95450533601,3.8080649744642864e-10,58928.95432700371,8.002469797929732e-10,0.0008398108352476,1.0908309324359412e-05,2.248986579100169,0.0830000949613151,-8.408955436584112,0.1327173351968222,771.96044921875,400.20751953125,457.45849609375,1859826.2855151123,1943993.0,0.267578125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200321G,,FRB20190113A,77799213.0,0.0,108.28243615213694,0.2243546851015936,-2.9817665033300336,0.3856220519717657,,218.0664051824822,3.4557120096692806,70.87933621600374,44.75006316939614,0.0,0.0,,9.939458847,423.7842407227,0.0,3.994629051165693,0.0,8.893622526257014,20.09514292229184,426.4523581351174,0.1379556329098329,248.65862347864737,175.8685511370129,0.0058982400514651,0.0,,1.7673510444875726,1.1778922733115822,6.898739249897624,3.446965942089202,,1.0,58929.13720654486,1.8187694905691387e-08,58929.137078666885,4.5189150199576034e-08,0.0030681044047873,0.0002466481334104,52.68766004379627,7.884912270476518,-89.97922118521795,12.908473942088971,629.33349609375,457.04345703125,536.31591796875,1789534.185230933,1789932.0,0.32562255859375,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200321F,,,77800953.0,0.0,123.71125915861856,0.2270188019934965,37.67031584422456,0.2471367961077497,,183.613411610441,31.965848128017424,90.62051863466068,56.03848379333892,0.0,0.0,,9.3617277145,1133.8654785156,,0.5016419654034255,,1.0400150744420622,10.598471595181143,1133.9151701669132,0.0477160552117341,1079.4811628954071,1079.5661818087224,0.0058982400514651,0.0,,0.2801291316820129,0.1289984834132289,0.5061942620296316,0.3061975825052597,,1.0,58929.17916134283,3.6645833034754105e-09,58929.1788213218,1.4771465828289364e-08,0.0014592079176762,0.0001272560103129,3.569576104197941,3.0382267105701333,-20.319743508608543,8.437621262500384,611.80419921875,400.20751953125,436.92626953125,2095519.6723998475,2095626.0,0.21044921875,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200321E,,,77801079.0,0.0,124.3362036184998,0.2171467501374759,63.07903984162586,0.2279688117958223,,153.33800161465567,33.6487314750522,162.89184796014928,95.6003964731426,0.0,0.0,,12.2381753922,800.6610717773,,1.1537836908296517,,2.228676867812732,17.296162990485602,801.7755277369434,0.1628550881540792,752.7497578772217,758.7234601212805,0.0049152000428875,0.0,,0.5224258701738089,0.2728405677211986,2.44172635556778,1.1545139978131502,,1.0,58929.1813587542,3.0613607648888326e-08,58929.18111833009,5.763713950557303e-08,0.0024477103715332,0.0008225166394372,3490.607089366007,2219.2114700127827,-4310.77976541361,2732.9578749505754,613.95263671875,586.24267578125,599.93896484375,638850.8427458064,639139.0,0.21978759765625,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200321E,,,77801079.0,1.0,124.3362036184998,0.2171467501374759,63.07903984162586,0.2279688117958223,,153.33800161465567,33.6487314750522,162.89184796014928,95.6003964731426,0.0,0.0,,12.2381753922,800.6610717773,,1.1537836908296517,,2.228676867812732,17.296162990485602,801.7755277369434,0.1628550881540792,752.7497578772217,758.7234601212805,0.0049152000428875,0.0,,0.5224258701738089,0.2728405677211986,2.44172635556778,1.1545139978131502,,1.0,58929.18135890316,3.005343529594029e-08,58929.18111847905,5.734187524808476e-08,0.0016814342959436,0.0001275705437231,140.48229813773318,25.21802084630789,-149.30067781266624,26.631290791834257,725.30517578125,565.80810546875,640.61279296875,638850.8427458064,639139.0,0.21978759765625,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200321D,,,77806206.0,0.0,153.6846929284083,0.1929388612651268,16.186557154528977,0.2304612040804663,,221.49787702294435,52.15764677016474,78.77476631050293,42.90272715036721,0.0,0.0,,17.9288539886,384.9642944336,,5.668425391406536,,10.40575827578653,30.50073613234657,387.44378105224246,0.0479472146702213,350.6984325724961,361.1379841708934,0.0078643200686201,0.0090504393016155,0.0007546227794225,1.005109345463126,0.5285400099832953,7.751395433129387,3.100840730025282,,1.0,58929.26197373991,3.00782687645551e-09,58929.26185755923,1.4688680494145956e-08,0.0010005360058457,0.0001594917819534,10.707820452152156,1.920203791910918,-67.46692457340032,8.36760441399764,521.15478515625,400.20751953125,433.23974609375,1970447.705095385,1971371.0,0.25726318359375,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200321C,,,77808793.0,0.0,200.3453893897604,0.0252669630219637,61.52597827128376,0.1631746244274765,,116.6779112471184,55.23719092820816,163.94321193169793,81.22034949730265,0.0,0.0,,15.7161750793,981.8207397461,,2.10082712079476,,3.6245738629650286,22.80465609646777,982.0864218940976,0.0189447210588395,949.4165001379404,957.3682287401474,0.0019660800462588,0.0,,0.8701148571972552,0.2423308126262516,2.4394304154825712,0.6420807503381849,,1.0,58929.39443067312,3.3610394467586957e-09,58929.39413618016,6.600663127187545e-09,0.0004153084607318,1.6972938613432975e-05,75.47301836968691,12.641172920629518,-86.30172679422658,13.9853825959483,729.62646484375,526.30615234375,619.68994140625,2129131.9476603214,2129646.0,0.1976318359375,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200321B,,,77840854.0,0.0,310.7374626726206,0.2350359846284462,72.34497614667586,0.2754823091774838,,106.56339909904406,17.956502293782158,242.9740938684241,145.03124795482734,182.10995036295304,111.08597515998684,,8.5373411179,1640.1420898438,16.739761158992202,1.928352269981572,30.83109028148531,3.610597516852229,10.150338574138493,1642.784177805014,0.1812882524652473,1564.845246506096,1556.5482255950158,0.0117964799283072,0.0,,0.3937492284599806,0.2763210126867456,3.449502027487536,1.4366067083872154,,0.0,58929.69662348519,3.0406646089886635e-08,58929.69613087236,6.228685478504303e-08,0.0040476922526173,0.0004864443492801,8.27398404447274,3.267324782461812,-10.559032864833084,4.000857233529125,800.18310546875,400.20751953125,592.15087890625,2086942.9706268304,2087040.0,0.21368408203125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200322C,,,77930877.0,0.0,141.15626285784072,0.219504461517452,36.10762172460598,0.2340689871573609,,187.89480227102965,45.58766632591522,89.63871499371173,53.5599482616582,0.0,0.0,,10.400144577,663.173828125,,1.5780591152149137,,2.8027771542537936,13.371432921497773,662.8446096414795,0.0014172137680036,621.7173035617602,633.4678910282341,0.0029491199820768,0.0099355676383501,0.0018209619369942,0.6593972665941615,0.2665465518032657,1.9104240180176464,0.6760475199632238,,1.0,58930.22606281907,2.538715904165656e-10,58930.22586405542,4.939462172615092e-10,0.0001148363957078,1.3578647985622333e-05,-4.664018287924947,1.527748047556045,2.4008751088102755,2.2924663057542944,800.18310546875,400.20751953125,400.20751953125,2044909.2047816264,2045081.0,0.2294921875,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200323G,,,78036162.0,0.0,62.84256170456001,0.1892803566175406,38.09986363230424,0.0562902206419444,,160.62800528689084,-9.72888105917355,90.89771224434942,54.85450172414908,0.0,0.0,,13.8669300079,627.5888671875,,3.245788462472307,,5.36267739145655,12.345221992542736,627.8712458703496,0.0372270894427736,497.2583578160889,463.9019422093122,0.0049152001156471,0.0083455497185352,0.0013672683205835,0.6892713448949369,0.2140857477641681,4.606265512104432,0.8472040655167067,,1.0,58931.00510425463,6.67516886210251e-09,58931.00491597826,1.300540297677344e-08,0.0006745407245818,0.0002561433382162,-3.4564628085956466,1.632921745259296,1.461937991623523,2.372153791251696,800.18310546875,400.20751953125,400.20751953125,2089809.595493954,2089955.0,0.21258544921875,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200323F,,,78044878.0,0.0,85.15032992651507,0.214688966082383,3.511548193816008,0.3014052173628707,,201.460443328788,-14.02138310213174,77.7527359349465,41.06240477644149,0.0,0.0,,14.0212497711,389.8168029785,,3.4111907152908807,,6.2010732326416775,25.175104497452548,389.1126820108065,0.0324400558367227,291.8213428072547,237.00853850392608,0.0029491200693883,0.0,,1.2503395543477018,0.6785008671535887,3.836874951771402,1.4129334514944023,,1.0,58931.06885609669,3.4852156716169702e-09,58931.06873941556,1.0334231248521064e-08,0.001038804991764,4.607139415845107e-05,33.44416216734441,4.033761764642311,-78.88529632779036,8.789173943837797,586.85302734375,417.00439453125,494.68994140625,1902866.2141135428,1903494.0,0.2828369140625,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200324H,,,78198190.0,0.0,163.03595654867587,0.1996101911097969,15.101064555010318,0.0806842472853039,,230.2883966773037,59.797208563935854,61.89851635409609,46.64470931897844,0.0,0.0,,12.5527420044,1188.8603515625,,2.5011096045857624,,4.785117087231411,14.968369027585137,1188.971050950348,0.0148249089219578,1155.793787945726,1165.9618327536336,0.0019660800026031,0.0,,0.7803587632918638,0.4842337765968169,3.160595301306151,1.2278522180905094,,1.0,58932.27966840397,1.732949783672666e-09,58932.279311873615,4.771131045799848e-09,0.0009211834603396,7.146866594576518e-05,1.786231302415153,1.3959817746067378,-7.423516818246522,2.499127467307184,787.75634765625,400.20751953125,451.35498046875,1978281.947928656,1978500.0,0.25457763671875,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200324G,,,78220259.0,0.0,238.06989310988297,0.0281409038857019,66.69853009838894,0.1902995904892819,,100.80175090107802,41.82166820934451,200.3448292409485,96.59291408169516,0.0,0.0,,17.2147769928,1250.3251953125,,1.7369603885456544,,3.25469462669212,21.108093920443004,1250.2573868996242,0.0178887744414204,1212.4270301179936,1219.1557702923644,0.0039321600052062,0.0,,0.9045577094387608,0.5839743100123054,3.2894039668754944,1.4955173759730989,,1.0,58932.48604492307,1.5259900010278216e-09,58932.48567001512,5.576898942649677e-09,0.0013480418372341,6.316724927564857e-05,0.4297195716954337,1.1599984613453078,-8.44553313225692,2.563974540819711,691.95556640625,400.20751953125,410.51025390625,2036218.4483710465,2036658.0,0.232666015625,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200324F,,,78227513.0,0.0,273.17955728435186,0.1427796108221979,62.00808240377498,0.0213262865212833,,91.25818666004608,28.22114311639191,94.27058022974538,81.73520950322458,0.0,0.0,,23.4878807068,540.2440185547,,1.720098586535702,,3.1868829295473766,33.96372829592742,539.2563836600436,0.0271129126686397,488.9171049578852,494.1659150228429,0.0068812800091109,0.0090366671198348,0.0007189310371382,0.5610880347365157,0.2655237077621586,5.276039624320946,2.113929745052424,,1.0,58932.58213464616,1.777101132915959e-09,58932.58197294225,8.322574629460178e-09,0.0005483967817532,0.0001114609563206,7.067357620247622,1.743050950344165,-56.16539117946059,7.497030393230506,521.81396484375,400.20751953125,426.18408203125,2109544.4651602404,2110691.0,0.20477294921875,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200324E,,,78271343.0,0.0,331.16136176680675,0.211397480651448,48.44670819768708,0.2119109433302597,,96.6080361823214,-5.7135760516630825,114.7240477494964,65.11204091314433,0.0,0.0,,12.9681749344,435.1067199707,,1.692182915622723,,3.1139267690800434,19.22618397747378,436.4379864148202,0.0245738767851177,231.475964607299,233.5345641972605,0.0019660799880512,0.0,,0.551390955771911,0.2390929903814714,1.462435050880343,0.6012258181482971,,1.0,58932.74532657665,1.0623963930811442e-09,58932.745195704345,7.445061456223811e-09,0.0006230075578751,3.319248480330628e-05,19.77963121939188,4.900187748884135,-152.31378279549554,30.18344091311214,482.89794921875,400.20751953125,427.03857421875,2161196.353849662,2161560.0,0.18560791015625,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200324A,,FRB20180916B,78294947.0,0.0,24.778683036655384,0.2199140391525857,65.71341199638366,0.2286227989269136,,127.8129821346812,3.294502769486398,188.6864300030416,107.87922910445198,0.0,0.0,,13.0174436569,346.1443786621,0.0,4.490199942740432,0.0,10.003527081993022,17.811104912826117,349.4719272205817,0.1449932968577519,147.88684837421,22.35980861106134,0.0058982399641536,0.0,,0.5013266368795357,0.2150319553863242,3.3425868608118674,0.8846331967548519,,1.0,58932.89992752753,5.830770533066243e-09,58932.89982273326,4.386736307537832e-08,0.0028459652533626,0.0002894727200286,23.63582304347226,5.969878506420866,-169.09799389916472,36.76636880434642,482.26318359375,400.20751953125,429.16259765625,2061132.764541784,2061444.0,0.22332763671875,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200325A,,,78324479.0,0.0,110.99779828349492,0.2332531889616023,70.36667333328583,0.2650641330278418,,145.09491675856015,28.151616253442704,216.99968801305624,130.97298693885682,60.45100680861885,90.51255139367925,,8.6652297974,739.1961669922,15.485476407331534,1.3658693353543805,30.685042135662908,2.615335840669701,10.177278482066868,738.6486927681432,0.0444789219632156,682.736533435109,684.8861698771032,0.0039321599761024,0.0,,0.526177281293731,0.3060460963752831,1.64279146614604,0.7115990130448637,,1.0,58933.13719272624,3.8743017682918435e-09,58933.136971231645,1.3888435290709822e-08,0.0012476904823273,0.0001621827219423,-0.1929217753557578,2.807098159241338,-6.418949994053996,6.101264486069526,717.68798828125,400.20751953125,400.20751953125,2148178.423002699,2148276.0,0.19061279296875,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200326A,,,78469764.0,0.0,42.008047641301886,0.2273325398947968,78.22644101700536,0.3577963806779465,,128.88854608413988,16.725763630502687,354.28988000782704,185.82893409037143,343.449610273156,192.6573411235719,,12.9909820557,169.8371887207,,,,,22.397619863663152,169.77596295591502,0.0070561196694179,82.58628013469617,62.11559115848142,0.0019660799880512,0.0,,,,,,Flux/fluence estimate has an unacceptably large fractional uncertainty.,1.0,58934.42683108169,7.505764898496634e-10,58934.42678017189,2.243451646677385e-09,0.0003369769296785,1.129428563476034e-05,17.110171445075398,2.4653271066751588,-47.760704401277984,5.736084040573949,596.22802734375,400.20751953125,478.69873046875,1762706.346624443,1763202.0,0.335693359375,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200327G,,,78650051.0,0.0,96.4069284234914,0.2242717069106255,61.041494149003015,0.240674457119745,,153.8429270766671,20.5207456717256,152.5426198633725,93.681504501749,0.0,0.0,,9.9864034653,477.1616516113,,1.262976627953415,,2.20202285582631,10.950462572383248,479.1385263781469,0.0214012636413956,404.2271792292929,392.8223159941516,0.0019660799298435,0.0,,0.5758663638651784,0.2249422258690883,1.6599126115798692,0.50239478905958,,1.0,58935.08991946961,1.8433272686024795e-09,58935.08977579292,6.677927544274098e-09,0.0007691645808491,7.639071399098135e-05,-3.4403302452465065,1.9657626526950631,0.0624711053948367,3.875917845980972,788.07373046875,400.20751953125,400.20751953125,1979358.08736945,1979472.0,0.25421142578125,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
FRB20200327F,,,78657658.0,0.0,176.10099962652856,0.0398484319881061,30.06799982391942,0.2115413976903397,,197.67885163355737,75.01014205679405,77.42355238947947,46.55318693989759,0.0,0.0,,12.1389904022,625.9713745117,,1.862969210569992,,3.279171701971749,18.65388916152524,628.09199740897,0.0215941521698867,607.9597443229683,611.9021030551601,0.0019660800462588,0.0037824042512397,0.0006269264990355,0.6982483706638857,0.2779276562565309,2.517914119017209,0.7934623193659496,,1.0,58935.30713859171,2.293123912977535e-09,58935.30695024914,6.87109213970416e-09,0.0005088100871148,8.922347595208139e-05,1.9801746923242551,1.924444919443721,-20.357757188617327,5.703549186865462,588.09814453125,400.20751953125,420.12939453125,1938630.0324191507,1938971.0,0.26947021484375,,0.0,0.0,0.0,0.0,0.0,0.0,,photo,,0.1
